event_id,canonical_row_6104,original_index,i0_A_per_cm2,ih_A_per_cm2,R_ohm_reported_ohm_cm2,R_model_state_for_iv_model,unit_note
LZW-E000188,188,188,1.90694e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000189,189,189,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000190,190,190,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000191,191,191,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000192,192,192,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000193,193,193,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000194,194,194,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000195,195,195,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000196,196,196,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000197,197,197,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000198,198,198,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000199,199,199,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000200,200,200,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000201,201,201,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000202,202,202,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000203,203,203,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000204,204,204,1.90692e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000205,205,205,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000206,206,206,1.90693e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000207,207,207,1.90692e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000208,208,208,1.90692e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000209,209,209,1.90692e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000210,210,210,1.90692e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000211,211,211,1.90692e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000212,212,212,1.90692e-07,0.002,0.04063,0.00010007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000213,213,213,1.9069e-07,0.002,0.04064,0.00010009852216748769,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000214,214,214,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000215,215,215,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000216,216,216,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000217,217,217,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000218,218,218,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000219,219,219,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000220,220,220,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000221,221,221,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000222,222,222,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000223,223,223,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000224,224,224,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000225,225,225,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000226,226,226,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000227,227,227,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000228,228,228,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000229,229,229,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000230,230,230,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000231,231,231,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000232,232,232,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000233,233,233,1.90688e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000234,234,234,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000235,235,235,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000236,236,236,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000237,237,237,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000238,238,238,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000239,239,239,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000240,240,240,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000241,241,241,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000242,242,242,1.90687e-07,0.002,0.04065,0.0001001231527093596,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000243,243,243,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000244,244,244,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000245,245,245,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000246,246,246,1.90687e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000247,247,247,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000248,248,248,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000249,249,249,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000250,250,250,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000251,251,251,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000252,252,252,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000253,253,253,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000254,254,254,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000255,255,255,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000256,256,256,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000257,257,257,1.90686e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000258,258,258,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000259,259,259,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000260,260,260,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000261,261,261,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000262,262,262,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000263,263,263,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000264,264,264,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000265,265,265,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000266,266,266,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000267,267,267,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000268,268,268,1.90685e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000269,269,269,1.90684e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000270,270,270,1.90684e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000271,271,271,1.90683e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000272,272,272,1.90684e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000273,273,273,1.90684e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000274,274,274,1.90684e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000275,275,275,1.90684e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000276,276,276,1.90683e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000277,277,277,1.90683e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000278,278,278,1.90683e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000279,279,279,1.90683e-07,0.002,0.04066,0.00010014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000280,280,280,1.90682e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000281,281,281,1.90682e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000282,282,282,1.90682e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000283,283,283,1.90682e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000284,284,284,1.90682e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000285,285,285,1.90682e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000286,286,286,1.90682e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000287,287,287,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000288,288,288,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000289,289,289,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000290,290,290,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000291,291,291,1.9068e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000292,292,292,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000293,293,293,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000294,294,294,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000295,295,295,1.90681e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000296,296,296,1.9068e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000297,297,297,1.9068e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000298,298,298,1.9068e-07,0.002,0.04067,0.00010017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000299,299,299,1.90679e-07,0.002,0.04068,0.00010019704433497538,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000300,300,300,1.90679e-07,0.002,0.04068,0.00010019704433497538,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E000301,301,301,1.90679e-07,0.002,0.04068,0.00010019704433497538,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
